Clusters (bin),Age,Clusters,F1,Net Worth Billions
0.0,62,0,22033,4
0.0,62,0,2124,4.1
0.0,62,0,10259,4.1
0.0,62,0,17755,4.1
0.0,62,0,17760,4.1
0.0,62,0,19902,4.1
0.0,62,0,24390,4.1
0.0,62,0,1563,4.2
0.0,62,0,6287,4.2
0.0,62,0,24348,4.2
0.0,62,0,27126,4.2
0.0,62,0,13711,4.3
0.0,62,0,21991,4.3
0.0,62,0,27092,4.3
0.0,62,0,29734,4.3
0.0,62,0,1548,4.4
0.0,62,0,2108,4.4
0.0,62,0,3588,4.4
0.0,62,0,3596,4.4
0.0,62,0,13699,4.4
0.0,62,0,15565,4.4
0.0,62,0,15567,4.4
0.0,62,0,15568,4.4
0.0,62,0,24326,4.4
0.0,62,0,5191,4.5
0.0,62,0,5201,4.5
0.0,62,0,6268,4.5
0.0,62,0,10221,4.5
0.0,62,0,10225,4.5
0.0,62,0,27071,4.5
0.0,62,0,3576,4.6
0.0,62,0,8734,4.6
0.0,62,0,17671,4.6
0.0,62,0,24300,4.6
0.0,62,0,29686,4.6
0.0,62,0,29697,4.6
0.0,62,0,7458,4.7
0.0,62,0,7461,4.7
0.0,62,0,8730,4.7
0.0,62,0,11880,4.7
0.0,62,0,15518,4.7
0.0,62,0,17663,4.7
0.0,62,0,27028,4.7
0.0,62,0,8725,4.8
0.0,62,0,11871,4.8
0.0,62,0,21921,4.8
0.0,62,0,27009,4.8
0.0,62,0,29669,4.8
0.0,62,0,1537,4.9
0.0,62,0,1539,4.9
0.0,62,0,13651,4.9
0.0,62,0,17623,4.9
0.0,62,0,19793,4.9
0.0,62,0,21919,4.9
0.0,62,0,1529,5
0.0,62,0,3560,5
0.0,62,0,5170,5
0.0,62,0,5172,5
0.0,62,0,10174,5
0.0,62,0,17614,5
0.0,62,0,8704,5.1
0.0,62,0,11835,5.1
0.0,62,0,11840,5.1
0.0,62,0,17594,5.1
0.0,62,0,19766,5.1
0.0,62,0,21893,5.1
0.0,62,0,3555,5.2
0.0,62,0,26954,5.2
0.0,62,0,29597,5.3
0.0,62,0,17571,5.4
0.0,62,0,17549,5.5
0.0,62,0,24182,5.5
0.0,62,0,24184,5.5
0.0,62,0,26909,5.5
0.0,62,0,3532,5.7
0.0,62,0,7416,5.7
0.0,62,0,10127,5.8
0.0,62,0,11782,5.9
0.0,62,0,29530,5.9
0.0,62,0,8665,6
0.0,62,0,8667,6
0.0,62,0,15411,6
0.0,62,0,19704,6
0.0,62,0,19708,6
0.0,62,0,21834,6.1
0.0,62,0,24095,6.3
0.0,62,0,2058,6.4
0.0,62,0,17481,6.4
0.0,62,0,29488,6.4
0.0,62,0,17474,6.5
0.0,62,0,26812,6.5
0.0,62,0,8642,6.6
0.0,62,0,11734,6.7
0.0,62,0,26795,6.7
0.0,62,0,7375,6.8
0.0,62,0,17458,6.8
0.0,62,0,24052,6.8
0.0,62,0,19637,6.9
0.0,62,0,29434,6.9
0.0,62,0,2704,7
0.0,62,0,17447,7
0.0,62,0,17437,7.1
0.0,62,0,29400,7.4
0.0,62,0,24002,7.5
0.0,62,0,6151,7.6
0.0,62,0,23994,7.6
0.0,62,0,29388,7.6
0.0,62,0,6149,7.7
0.0,62,0,23988,7.8
0.0,62,0,3480,7.9
0.0,62,0,21750,8
0.0,62,0,29341,8.2
0.0,62,0,21734,8.3
0.0,62,0,10045,8.4
0.0,62,0,19587,8.7
0.0,62,0,13485,8.8
0.0,62,0,21729,8.8
0.0,62,0,3463,9
0.0,62,0,13479,9.2
0.0,62,0,29289,9.6
0.0,62,0,26632,9.8
0.0,62,0,7323,10
0.0,62,0,10014,10
0.0,62,0,13461,10
0.0,62,0,17359,10.1
0.0,62,0,2017,10.4
0.0,62,0,21700,10.5
0.0,62,0,11651,10.7
0.0,62,0,7315,10.9
0.0,62,0,6097,11.2
0.0,62,0,29245,11.3
0.0,62,0,26593,11.4
0.0,62,0,11637,11.7
0.0,63,0,1971,1
0.0,63,0,1972,1
0.0,63,0,3348,1
0.0,63,0,4276,1
0.0,63,0,4948,1
0.0,63,0,4969,1
0.0,63,0,4977,1
0.0,63,0,5997,1
0.0,63,0,7227,1
0.0,63,0,8432,1
0.0,63,0,9883,1
0.0,63,0,11458,1
0.0,63,0,11470,1
0.0,63,0,11492,1
0.0,63,0,11507,1
0.0,63,0,11527,1
0.0,63,0,11528,1
0.0,63,0,11530,1
0.0,63,0,13286,1
0.0,63,0,13289,1
0.0,63,0,13307,1
0.0,63,0,13314,1
0.0,63,0,13316,1
0.0,63,0,13333,1
0.0,63,0,13341,1
0.0,63,0,15111,1
0.0,63,0,15125,1
0.0,63,0,15126,1
0.0,63,0,15129,1
0.0,63,0,17108,1
0.0,63,0,17113,1
0.0,63,0,17126,1
0.0,63,0,17131,1
0.0,63,0,17143,1
0.0,63,0,17168,1
0.0,63,0,17174,1
0.0,63,0,17193,1
0.0,63,0,19378,1
0.0,63,0,19391,1
0.0,63,0,19396,1
0.0,63,0,19406,1
0.0,63,0,21494,1
0.0,63,0,21534,1
0.0,63,0,21542,1
0.0,63,0,21553,1
0.0,63,0,21564,1
0.0,63,0,23618,1
0.0,63,0,23650,1
0.0,63,0,26348,1
0.0,63,0,26382,1
0.0,63,0,26388,1
0.0,63,0,29006,1
0.0,63,0,29008,1
0.0,63,0,29063,1
0.0,63,0,31641,1
0.0,63,0,31653,1
0.0,63,0,31694,1
0.0,63,0,31700,1
0.0,63,0,31725,1
0.0,63,0,11431,1.05
0.0,63,0,11432,1.05
0.0,63,0,11433,1.05
0.0,63,0,13244,1.05
0.0,63,0,13252,1.05
0.0,63,0,1406,1.1
0.0,63,0,1417,1.1
0.0,63,0,1913,1.1
0.0,63,0,2555,1.1
0.0,63,0,2561,1.1
0.0,63,0,2568,1.1
0.0,63,0,2573,1.1
0.0,63,0,3313,1.1
0.0,63,0,4237,1.1
0.0,63,0,4889,1.1
0.0,63,0,4900,1.1
0.0,63,0,7080,1.1
0.0,63,0,7116,1.1
0.0,63,0,7155,1.1
0.0,63,0,8311,1.1
0.0,63,0,8312,1.1
0.0,63,0,8349,1.1
0.0,63,0,8362,1.1
0.0,63,0,9751,1.1
0.0,63,0,9770,1.1
0.0,63,0,9777,1.1
0.0,63,0,9782,1.1
0.0,63,0,9783,1.1
0.0,63,0,11376,1.1
0.0,63,0,11393,1.1
0.0,63,0,13173,1.1
0.0,63,0,13194,1.1
0.0,63,0,13211,1.1
0.0,63,0,14938,1.1
0.0,63,0,14955,1.1
0.0,63,0,14970,1.1
0.0,63,0,14979,1.1
0.0,63,0,14987,1.1
0.0,63,0,15000,1.1
0.0,63,0,15044,1.1
0.0,63,0,16982,1.1
0.0,63,0,17033,1.1
0.0,63,0,17034,1.1
0.0,63,0,17053,1.1
0.0,63,0,17093,1.1
0.0,63,0,19213,1.1
0.0,63,0,19222,1.1
0.0,63,0,19231,1.1
0.0,63,0,19232,1.1
0.0,63,0,19233,1.1
0.0,63,0,19256,1.1
0.0,63,0,19262,1.1
0.0,63,0,19329,1.1
0.0,63,0,21411,1.1
0.0,63,0,21416,1.1
0.0,63,0,21428,1.1
0.0,63,0,23435,1.1
0.0,63,0,23456,1.1
0.0,63,0,23484,1.1
0.0,63,0,23488,1.1
0.0,63,0,23547,1.1
0.0,63,0,23561,1.1
0.0,63,0,26202,1.1
0.0,63,0,26207,1.1
0.0,63,0,26244,1.1
0.0,63,0,26245,1.1
0.0,63,0,26248,1.1
0.0,63,0,26287,1.1
0.0,63,0,26307,1.1
0.0,63,0,28886,1.1
0.0,63,0,28898,1.1
0.0,63,0,28899,1.1
0.0,63,0,28902,1.1
0.0,63,0,28917,1.1
0.0,63,0,28918,1.1
0.0,63,0,28923,1.1
0.0,63,0,28940,1.1
0.0,63,0,28941,1.1
0.0,63,0,28949,1.1
0.0,63,0,28951,1.1
0.0,63,0,28960,1.1
0.0,63,0,28971,1.1
0.0,63,0,28977,1.1
0.0,63,0,28979,1.1
0.0,63,0,28995,1.1
0.0,63,0,31509,1.1
0.0,63,0,31520,1.1
0.0,63,0,31522,1.1
0.0,63,0,31527,1.1
0.0,63,0,31538,1.1
0.0,63,0,31539,1.1
0.0,63,0,31541,1.1
0.0,63,0,31543,1.1
0.0,63,0,31544,1.1
0.0,63,0,9711,1.15
0.0,63,0,9719,1.15
0.0,63,0,9723,1.15
0.0,63,0,13142,1.15
0.0,63,0,2534,1.2
0.0,63,0,5860,1.2
0.0,63,0,7076,1.2
0.0,63,0,8250,1.2
0.0,63,0,8252,1.2
0.0,63,0,8253,1.2
0.0,63,0,8263,1.2
0.0,63,0,8304,1.2
0.0,63,0,9666,1.2
0.0,63,0,9673,1.2
0.0,63,0,9698,1.2
0.0,63,0,9709,1.2
0.0,63,0,11269,1.2
0.0,63,0,11289,1.2
0.0,63,0,11315,1.2
0.0,63,0,11321,1.2
0.0,63,0,11323,1.2
0.0,63,0,13067,1.2
0.0,63,0,13127,1.2
0.0,63,0,14898,1.2
0.0,63,0,14910,1.2
0.0,63,0,14913,1.2
0.0,63,0,16888,1.2
0.0,63,0,16929,1.2
0.0,63,0,16934,1.2
0.0,63,0,16937,1.2
0.0,63,0,19079,1.2
0.0,63,0,19080,1.2
0.0,63,0,19104,1.2
0.0,63,0,19119,1.2
0.0,63,0,19171,1.2
0.0,63,0,19195,1.2
0.0,63,0,21254,1.2
0.0,63,0,21255,1.2
0.0,63,0,21257,1.2
0.0,63,0,21262,1.2
0.0,63,0,21265,1.2
0.0,63,0,21305,1.2
0.0,63,0,21321,1.2
0.0,63,0,21332,1.2
0.0,63,0,23305,1.2
0.0,63,0,23388,1.2
0.0,63,0,26074,1.2
0.0,63,0,26075,1.2
0.0,63,0,26130,1.2
0.0,63,0,26150,1.2
0.0,63,0,26163,1.2
0.0,63,0,26166,1.2
0.0,63,0,26173,1.2
0.0,63,0,28760,1.2
0.0,63,0,28761,1.2
0.0,63,0,28762,1.2
0.0,63,0,28767,1.2
0.0,63,0,31350,1.2
0.0,63,0,31365,1.2
0.0,63,0,31385,1.2
0.0,63,0,31402,1.2
0.0,63,0,31403,1.2
0.0,63,0,31405,1.2
0.0,63,0,31414,1.2
0.0,63,0,31439,1.2
0.0,63,0,31443,1.2
0.0,63,0,31467,1.2
0.0,63,0,31470,1.2
0.0,63,0,31494,1.2
0.0,63,0,9623,1.25
0.0,63,0,9624,1.25
0.0,63,0,9625,1.25
0.0,63,0,13032,1.25
0.0,63,0,13033,1.25
0.0,63,0,13034,1.25
0.0,63,0,13044,1.25
0.0,63,0,1859,1.3
0.0,63,0,1883,1.3
0.0,63,0,2483,1.3
0.0,63,0,2489,1.3
0.0,63,0,4169,1.3
0.0,63,0,5798,1.3
0.0,63,0,8199,1.3
0.0,63,0,9584,1.3
0.0,63,0,9617,1.3
0.0,63,0,9619,1.3
0.0,63,0,11171,1.3
0.0,63,0,11172,1.3
0.0,63,0,11173,1.3
0.0,63,0,14729,1.3
0.0,63,0,14737,1.3
0.0,63,0,14768,1.3
0.0,63,0,14789,1.3
0.0,63,0,14790,1.3
0.0,63,0,14802,1.3
0.0,63,0,14805,1.3
0.0,63,0,14806,1.3
0.0,63,0,16738,1.3
0.0,63,0,16739,1.3
0.0,63,0,16744,1.3
0.0,63,0,16794,1.3
0.0,63,0,16799,1.3
0.0,63,0,16819,1.3
0.0,63,0,16824,1.3
0.0,63,0,18995,1.3
0.0,63,0,19011,1.3
0.0,63,0,19019,1.3
0.0,63,0,19023,1.3
0.0,63,0,19038,1.3
0.0,63,0,19042,1.3
0.0,63,0,19068,1.3
0.0,63,0,21149,1.3
0.0,63,0,21185,1.3
0.0,63,0,23195,1.3
0.0,63,0,23283,1.3
0.0,63,0,23298,1.3
0.0,63,0,25952,1.3
0.0,63,0,25976,1.3
0.0,63,0,25993,1.3
0.0,63,0,28657,1.3
0.0,63,0,28661,1.3
0.0,63,0,28691,1.3
0.0,63,0,28707,1.3
0.0,63,0,28745,1.3
0.0,63,0,31264,1.3
0.0,63,0,31294,1.3
0.0,63,0,31297,1.3
0.0,63,0,31298,1.3
0.0,63,0,31305,1.3
0.0,63,0,31322,1.3
0.0,63,0,31327,1.3
0.0,63,0,31334,1.3
0.0,63,0,31348,1.3
0.0,63,0,12921,1.35
0.0,63,0,12928,1.35
0.0,63,0,12930,1.35
0.0,63,0,12944,1.35
0.0,63,0,1330,1.4
0.0,63,0,1846,1.4
0.0,63,0,2453,1.4
0.0,63,0,2476,1.4
0.0,63,0,4130,1.4
0.0,63,0,4783,1.4
0.0,63,0,4786,1.4
0.0,63,0,6904,1.4
0.0,63,0,6905,1.4
0.0,63,0,6925,1.4
0.0,63,0,6928,1.4
0.0,63,0,6947,1.4
0.0,63,0,6959,1.4
0.0,63,0,6961,1.4
0.0,63,0,8148,1.4
0.0,63,0,8171,1.4
0.0,63,0,8180,1.4
0.0,63,0,9494,1.4
0.0,63,0,9503,1.4
0.0,63,0,9505,1.4
0.0,63,0,9522,1.4
0.0,63,0,11119,1.4
0.0,63,0,11154,1.4
0.0,63,0,12899,1.4
0.0,63,0,12915,1.4
0.0,63,0,14635,1.4
0.0,63,0,14638,1.4
0.0,63,0,14644,1.4
0.0,63,0,14646,1.4
0.0,63,0,14682,1.4
0.0,63,0,14685,1.4
0.0,63,0,14710,1.4
0.0,63,0,14715,1.4
0.0,63,0,16647,1.4
0.0,63,0,16680,1.4
0.0,63,0,16692,1.4
0.0,63,0,16701,1.4
0.0,63,0,16702,1.4
0.0,63,0,16706,1.4
0.0,63,0,16709,1.4
0.0,63,0,16710,1.4
0.0,63,0,16722,1.4
0.0,63,0,18887,1.4
0.0,63,0,18916,1.4
0.0,63,0,18938,1.4
0.0,63,0,18945,1.4
0.0,63,0,18964,1.4
0.0,63,0,21024,1.4
0.0,63,0,21092,1.4
0.0,63,0,21106,1.4
0.0,63,0,23115,1.4
0.0,63,0,23165,1.4
0.0,63,0,25820,1.4
0.0,63,0,25839,1.4
0.0,63,0,25850,1.4
0.0,63,0,25851,1.4
0.0,63,0,25865,1.4
0.0,63,0,25866,1.4
0.0,63,0,25882,1.4
0.0,63,0,25901,1.4
0.0,63,0,25909,1.4
0.0,63,0,25912,1.4
0.0,63,0,28512,1.4
0.0,63,0,28513,1.4
0.0,63,0,28542,1.4
0.0,63,0,28546,1.4
0.0,63,0,28547,1.4
0.0,63,0,28582,1.4
0.0,63,0,28595,1.4
0.0,63,0,31157,1.4
0.0,63,0,31174,1.4
0.0,63,0,31213,1.4
0.0,63,0,31222,1.4
0.0,63,0,3177,1.5
0.0,63,0,3192,1.5
0.0,63,0,4768,1.5
0.0,63,0,5670,1.5
0.0,63,0,6862,1.5
0.0,63,0,8089,1.5
0.0,63,0,8145,1.5
0.0,63,0,9443,1.5
0.0,63,0,9449,1.5
0.0,63,0,9471,1.5
0.0,63,0,9480,1.5
0.0,63,0,12794,1.5
0.0,63,0,12813,1.5
0.0,63,0,12831,1.5
0.0,63,0,14562,1.5
0.0,63,0,16553,1.5
0.0,63,0,16554,1.5
0.0,63,0,16559,1.5
0.0,63,0,16565,1.5
0.0,63,0,16568,1.5
0.0,63,0,18791,1.5
0.0,63,0,18798,1.5
0.0,63,0,18844,1.5
0.0,63,0,18859,1.5
0.0,63,0,20996,1.5
0.0,63,0,22991,1.5
0.0,63,0,22998,1.5
0.0,63,0,23003,1.5
0.0,63,0,23022,1.5
0.0,63,0,23023,1.5
0.0,63,0,23029,1.5
0.0,63,0,23057,1.5
0.0,63,0,23068,1.5
0.0,63,0,25706,1.5
0.0,63,0,25711,1.5
0.0,63,0,25717,1.5
0.0,63,0,25719,1.5
0.0,63,0,25738,1.5
0.0,63,0,25782,1.5
0.0,63,0,25804,1.5
0.0,63,0,28355,1.5
0.0,63,0,28369,1.5
0.0,63,0,28381,1.5
0.0,63,0,28383,1.5
0.0,63,0,28437,1.5
0.0,63,0,28438,1.5
0.0,63,0,28451,1.5
0.0,63,0,28490,1.5
0.0,63,0,28493,1.5
0.0,63,0,31043,1.5
0.0,63,0,31059,1.5
0.0,63,0,31062,1.5
0.0,63,0,31063,1.5
0.0,63,0,31070,1.5
0.0,63,0,31086,1.5
0.0,63,0,31088,1.5
0.0,63,0,31091,1.5
0.0,63,0,31094,1.5
0.0,63,0,31102,1.5
0.0,63,0,31106,1.5
0.0,63,0,31108,1.5
0.0,63,0,11034,1.55
0.0,63,0,11036,1.55
0.0,63,0,11038,1.55
0.0,63,0,1793,1.6
0.0,63,0,1803,1.6
0.0,63,0,3155,1.6
0.0,63,0,3169,1.6
0.0,63,0,4037,1.6
0.0,63,0,4069,1.6
0.0,63,0,4711,1.6
0.0,63,0,5653,1.6
0.0,63,0,5668,1.6
0.0,63,0,6848,1.6
0.0,63,0,8040,1.6
0.0,63,0,8086,1.6
0.0,63,0,9413,1.6
0.0,63,0,9422,1.6
0.0,63,0,11024,1.6
0.0,63,0,12730,1.6
0.0,63,0,14489,1.6
0.0,63,0,14519,1.6
0.0,63,0,14548,1.6
0.0,63,0,16480,1.6
0.0,63,0,16486,1.6
0.0,63,0,16533,1.6
0.0,63,0,18714,1.6
0.0,63,0,18725,1.6
0.0,63,0,18758,1.6
0.0,63,0,20860,1.6
0.0,63,0,20868,1.6
0.0,63,0,20890,1.6
0.0,63,0,20923,1.6
0.0,63,0,22918,1.6
0.0,63,0,22931,1.6
0.0,63,0,25607,1.6
0.0,63,0,25608,1.6
0.0,63,0,25660,1.6
0.0,63,0,25665,1.6
0.0,63,0,25676,1.6
0.0,63,0,25684,1.6
0.0,63,0,28251,1.6
0.0,63,0,28258,1.6
0.0,63,0,28266,1.6
0.0,63,0,28315,1.6
0.0,63,0,28325,1.6
0.0,63,0,28326,1.6
0.0,63,0,28333,1.6
0.0,63,0,30933,1.6
0.0,63,0,30954,1.6
0.0,63,0,30965,1.6
0.0,63,0,30970,1.6
0.0,63,0,30986,1.6
0.0,63,0,9383,1.65
0.0,63,0,10976,1.65
0.0,63,0,12715,1.65
0.0,63,0,1286,1.7
0.0,63,0,1779,1.7
0.0,63,0,1785,1.7
0.0,63,0,4691,1.7
0.0,63,0,4701,1.7
0.0,63,0,5611,1.7
0.0,63,0,6764,1.7
0.0,63,0,6779,1.7
0.0,63,0,8016,1.7
0.0,63,0,9352,1.7
0.0,63,0,9371,1.7
0.0,63,0,12661,1.7
0.0,63,0,12674,1.7
0.0,63,0,14435,1.7
0.0,63,0,14464,1.7
0.0,63,0,14477,1.7
0.0,63,0,16415,1.7
0.0,63,0,16449,1.7
0.0,63,0,18629,1.7
0.0,63,0,18643,1.7
0.0,63,0,20778,1.7
0.0,63,0,22855,1.7
0.0,63,0,22867,1.7
0.0,63,0,22873,1.7
0.0,63,0,22882,1.7
0.0,63,0,22894,1.7
0.0,63,0,22902,1.7
0.0,63,0,25525,1.7
0.0,63,0,25526,1.7
0.0,63,0,25528,1.7
0.0,63,0,25538,1.7
0.0,63,0,25544,1.7
0.0,63,0,25553,1.7
0.0,63,0,28164,1.7
0.0,63,0,28187,1.7
0.0,63,0,28193,1.7
0.0,63,0,28210,1.7
0.0,63,0,28215,1.7
0.0,63,0,30822,1.7
0.0,63,0,30858,1.7
0.0,63,0,30870,1.7
0.0,63,0,30880,1.7
0.0,63,0,9335,1.75
0.0,63,0,1268,1.8
0.0,63,0,3097,1.8
0.0,63,0,4679,1.8
0.0,63,0,4682,1.8
0.0,63,0,6730,1.8
0.0,63,0,6745,1.8
0.0,63,0,9309,1.8
0.0,63,0,10894,1.8
0.0,63,0,10900,1.8
0.0,63,0,10915,1.8
0.0,63,0,12588,1.8
0.0,63,0,12620,1.8
0.0,63,0,12621,1.8
0.0,63,0,14396,1.8
0.0,63,0,16367,1.8
0.0,63,0,16381,1.8
0.0,63,0,16387,1.8
0.0,63,0,18595,1.8
0.0,63,0,20713,1.8
0.0,63,0,20758,1.8
0.0,63,0,20759,1.8
0.0,63,0,22770,1.8
0.0,63,0,22807,1.8
0.0,63,0,22810,1.8
0.0,63,0,22813,1.8
0.0,63,0,22816,1.8
0.0,63,0,22824,1.8
0.0,63,0,25485,1.8
0.0,63,0,25489,1.8
0.0,63,0,28074,1.8
0.0,63,0,28084,1.8
0.0,63,0,28103,1.8
0.0,63,0,28116,1.8
0.0,63,0,28136,1.8
0.0,63,0,30761,1.8
0.0,63,0,30782,1.8
0.0,63,0,30790,1.8
0.0,63,0,12577,1.85
0.0,63,0,1247,1.9
0.0,63,0,1746,1.9
0.0,63,0,4637,1.9
0.0,63,0,4655,1.9
0.0,63,0,5555,1.9
0.0,63,0,5565,1.9
0.0,63,0,6680,1.9
0.0,63,0,7949,1.9
0.0,63,0,10825,1.9
0.0,63,0,10827,1.9
0.0,63,0,10834,1.9
0.0,63,0,10840,1.9
0.0,63,0,10845,1.9
0.0,63,0,12558,1.9
0.0,63,0,12560,1.9
0.0,63,0,14323,1.9
0.0,63,0,14340,1.9
0.0,63,0,16267,1.9
0.0,63,0,16278,1.9
0.0,63,0,16290,1.9
0.0,63,0,16299,1.9
0.0,63,0,16300,1.9
0.0,63,0,16312,1.9
0.0,63,0,16325,1.9
0.0,63,0,18501,1.9
0.0,63,0,20646,1.9
0.0,63,0,20649,1.9
0.0,63,0,20669,1.9
0.0,63,0,20675,1.9
0.0,63,0,20690,1.9
0.0,63,0,20694,1.9
0.0,63,0,22739,1.9
0.0,63,0,22751,1.9
0.0,63,0,25362,1.9
0.0,63,0,25398,1.9
0.0,63,0,25415,1.9
0.0,63,0,28010,1.9
0.0,63,0,28022,1.9
0.0,63,0,28033,1.9
0.0,63,0,28063,1.9
0.0,63,0,28064,1.9
0.0,63,0,30675,1.9
0.0,63,0,30677,1.9
0.0,63,0,30682,1.9
0.0,63,0,30684,1.9
0.0,63,0,30695,1.9
0.0,63,0,30701,1.9
0.0,63,0,30717,1.9
0.0,63,0,30722,1.9
0.0,63,0,1230,2
0.0,63,0,1239,2
0.0,63,0,1721,2
0.0,63,0,2304,2
0.0,63,0,3043,2
0.0,63,0,3942,2
0.0,63,0,3943,2
0.0,63,0,3949,2
0.0,63,0,4631,2
0.0,63,0,5521,2
0.0,63,0,5532,2
0.0,63,0,5547,2
0.0,63,0,6635,2
0.0,63,0,6656,2
0.0,63,0,7870,2
0.0,63,0,7876,2
0.0,63,0,7883,2
0.0,63,0,7904,2
0.0,63,0,7907,2
0.0,63,0,9210,2
0.0,63,0,9212,2
0.0,63,0,10765,2
0.0,63,0,10807,2
0.0,63,0,12483,2
0.0,63,0,12488,2
0.0,63,0,12509,2
0.0,63,0,12521,2
0.0,63,0,14274,2
0.0,63,0,14306,2
0.0,63,0,14309,2
0.0,63,0,16256,2
0.0,63,0,18442,2
0.0,63,0,18459,2
0.0,63,0,18465,2
0.0,63,0,18484,2
0.0,63,0,20596,2
0.0,63,0,20608,2
0.0,63,0,20612,2
0.0,63,0,20614,2
0.0,63,0,20639,2
0.0,63,0,20645,2
0.0,63,0,22637,2
0.0,63,0,22653,2
0.0,63,0,22661,2
0.0,63,0,22697,2
0.0,63,0,25261,2
0.0,63,0,25304,2
0.0,63,0,30636,2
0.0,63,0,1226,2.1
0.0,63,0,4589,2.1
0.0,63,0,6594,2.1
0.0,63,0,7851,2.1
0.0,63,0,9180,2.1
0.0,63,0,9195,2.1
0.0,63,0,10718,2.1
0.0,63,0,10738,2.1
0.0,63,0,10745,2.1
0.0,63,0,10746,2.1
0.0,63,0,10749,2.1
0.0,63,0,12475,2.1
0.0,63,0,12476,2.1
0.0,63,0,16147,2.1
0.0,63,0,16155,2.1
0.0,63,0,16159,2.1
0.0,63,0,16161,2.1
0.0,63,0,16172,2.1
0.0,63,0,16175,2.1
0.0,63,0,16189,2.1
0.0,63,0,16190,2.1
0.0,63,0,18369,2.1
0.0,63,0,18388,2.1
0.0,63,0,18394,2.1
0.0,63,0,18408,2.1
0.0,63,0,20572,2.1
0.0,63,0,22573,2.1
0.0,63,0,22594,2.1
0.0,63,0,25188,2.1
0.0,63,0,25236,2.1
0.0,63,0,27867,2.1
0.0,63,0,27885,2.1
0.0,63,0,30526,2.1
0.0,63,0,30559,2.1
0.0,63,0,30567,2.1
0.0,63,0,10714,2.15
0.0,63,0,1214,2.2
0.0,63,0,1692,2.2
0.0,63,0,1696,2.2
0.0,63,0,4581,2.2
0.0,63,0,5455,2.2
0.0,63,0,7814,2.2
0.0,63,0,7819,2.2
0.0,63,0,9131,2.2
0.0,63,0,9152,2.2
0.0,63,0,9154,2.2
0.0,63,0,9155,2.2
0.0,63,0,10703,2.2
0.0,63,0,12425,2.2
0.0,63,0,14207,2.2
0.0,63,0,16107,2.2
0.0,63,0,16119,2.2
0.0,63,0,16137,2.2
0.0,63,0,18320,2.2
0.0,63,0,18332,2.2
0.0,63,0,18366,2.2
0.0,63,0,20482,2.2
0.0,63,0,20483,2.2
0.0,63,0,20484,2.2
0.0,63,0,20494,2.2
0.0,63,0,20520,2.2
0.0,63,0,22518,2.2
0.0,63,0,22558,2.2
0.0,63,0,22561,2.2
0.0,63,0,25112,2.2
0.0,63,0,25122,2.2
0.0,63,0,25155,2.2
0.0,63,0,25157,2.2
0.0,63,0,25159,2.2
0.0,63,0,25163,2.2
0.0,63,0,25173,2.2
0.0,63,0,25182,2.2
0.0,63,0,27830,2.2
0.0,63,0,30463,2.2
0.0,63,0,30506,2.2
0.0,63,0,2274,2.3
0.0,63,0,3869,2.3
0.0,63,0,5447,2.3
0.0,63,0,7782,2.3
0.0,63,0,7788,2.3
0.0,63,0,7796,2.3
0.0,63,0,7806,2.3
0.0,63,0,9106,2.3
0.0,63,0,12348,2.3
0.0,63,0,12373,2.3
0.0,63,0,14147,2.3
0.0,63,0,14155,2.3
0.0,63,0,16066,2.3
0.0,63,0,16079,2.3
0.0,63,0,16097,2.3
0.0,63,0,18290,2.3
0.0,63,0,18297,2.3
0.0,63,0,20435,2.3
0.0,63,0,20447,2.3
0.0,63,0,22487,2.3
0.0,63,0,22510,2.3
0.0,63,0,22512,2.3
0.0,63,0,25040,2.3
0.0,63,0,25052,2.3
0.0,63,0,27769,2.3
0.0,63,0,27784,2.3
0.0,63,0,27806,2.3
0.0,63,0,30402,2.3
0.0,63,0,30422,2.3
0.0,63,0,30426,2.3
0.0,63,0,30436,2.3
0.0,63,0,30437,2.3
0.0,63,0,2955,2.4
0.0,63,0,5417,2.4
0.0,63,0,7764,2.4
0.0,63,0,10619,2.4
0.0,63,0,10629,2.4
0.0,63,0,12329,2.4
0.0,63,0,14085,2.4
0.0,63,0,14114,2.4
0.0,63,0,18240,2.4
0.0,63,0,18245,2.4
0.0,63,0,18275,2.4
0.0,63,0,20415,2.4
0.0,63,0,20422,2.4
0.0,63,0,22458,2.4
0.0,63,0,22473,2.4
0.0,63,0,22475,2.4
0.0,63,0,24974,2.4
0.0,63,0,24987,2.4
0.0,63,0,25009,2.4
0.0,63,0,25013,2.4
0.0,63,0,25022,2.4
0.0,63,0,27714,2.4
0.0,63,0,30383,2.4
0.0,63,0,30385,2.4
0.0,63,0,30389,2.4
0.0,63,0,12313,2.45
0.0,63,0,1656,2.5
0.0,63,0,2238,2.5
0.0,63,0,3789,2.5
0.0,63,0,4547,2.5
0.0,63,0,5394,2.5
0.0,63,0,9063,2.5
0.0,63,0,9069,2.5
0.0,63,0,10574,2.5
0.0,63,0,10575,2.5
0.0,63,0,10593,2.5
0.0,63,0,10611,2.5
0.0,63,0,12301,2.5
0.0,63,0,14051,2.5
0.0,63,0,14052,2.5
0.0,63,0,16003,2.5
0.0,63,0,16004,2.5
0.0,63,0,16009,2.5
0.0,63,0,18204,2.5
0.0,63,0,18220,2.5
0.0,63,0,20336,2.5
0.0,63,0,20361,2.5
0.0,63,0,20365,2.5
0.0,63,0,20369,2.5
0.0,63,0,20378,2.5
0.0,63,0,22429,2.5
