Clusters (bin),Age,Clusters,F1,Net Worth Billions
0.0,70,0,25920,1.4
0.0,70,0,25926,1.4
0.0,70,0,28499,1.4
0.0,70,0,28581,1.4
0.0,70,0,28591,1.4
0.0,70,0,31148,1.4
0.0,70,0,31163,1.4
0.0,70,0,12850,1.45
0.0,70,0,1841,1.5
0.0,70,0,2424,1.5
0.0,70,0,2427,1.5
0.0,70,0,3196,1.5
0.0,70,0,3201,1.5
0.0,70,0,4076,1.5
0.0,70,0,5714,1.5
0.0,70,0,6873,1.5
0.0,70,0,8096,1.5
0.0,70,0,8102,1.5
0.0,70,0,8127,1.5
0.0,70,0,9442,1.5
0.0,70,0,9473,1.5
0.0,70,0,11045,1.5
0.0,70,0,12790,1.5
0.0,70,0,12819,1.5
0.0,70,0,14558,1.5
0.0,70,0,14600,1.5
0.0,70,0,16624,1.5
0.0,70,0,18793,1.5
0.0,70,0,18794,1.5
0.0,70,0,18796,1.5
0.0,70,0,18849,1.5
0.0,70,0,20945,1.5
0.0,70,0,20987,1.5
0.0,70,0,21017,1.5
0.0,70,0,23074,1.5
0.0,70,0,25705,1.5
0.0,70,0,28413,1.5
0.0,70,0,31002,1.5
0.0,70,0,31012,1.5
0.0,70,0,31015,1.5
0.0,70,0,31030,1.5
0.0,70,0,31056,1.5
0.0,70,0,9432,1.55
0.0,70,0,12764,1.55
0.0,70,0,2387,1.6
0.0,70,0,2390,1.6
0.0,70,0,3147,1.6
0.0,70,0,3164,1.6
0.0,70,0,5654,1.6
0.0,70,0,8050,1.6
0.0,70,0,9394,1.6
0.0,70,0,11000,1.6
0.0,70,0,14497,1.6
0.0,70,0,14545,1.6
0.0,70,0,16463,1.6
0.0,70,0,16496,1.6
0.0,70,0,18691,1.6
0.0,70,0,20845,1.6
0.0,70,0,20921,1.6
0.0,70,0,22973,1.6
0.0,70,0,25635,1.6
0.0,70,0,25643,1.6
0.0,70,0,25692,1.6
0.0,70,0,28241,1.6
0.0,70,0,28286,1.6
0.0,70,0,28300,1.6
0.0,70,0,30927,1.6
0.0,70,0,30940,1.6
0.0,70,0,30972,1.6
0.0,70,0,12705,1.65
0.0,70,0,12711,1.65
0.0,70,0,1770,1.7
0.0,70,0,1778,1.7
0.0,70,0,1784,1.7
0.0,70,0,2381,1.7
0.0,70,0,3113,1.7
0.0,70,0,4031,1.7
0.0,70,0,4694,1.7
0.0,70,0,5606,1.7
0.0,70,0,6766,1.7
0.0,70,0,6790,1.7
0.0,70,0,8010,1.7
0.0,70,0,8012,1.7
0.0,70,0,8038,1.7
0.0,70,0,10945,1.7
0.0,70,0,14449,1.7
0.0,70,0,14466,1.7
0.0,70,0,16446,1.7
0.0,70,0,18632,1.7
0.0,70,0,20816,1.7
0.0,70,0,22842,1.7
0.0,70,0,22845,1.7
0.0,70,0,22847,1.7
0.0,70,0,22883,1.7
0.0,70,0,22889,1.7
0.0,70,0,25516,1.7
0.0,70,0,25530,1.7
0.0,70,0,28162,1.7
0.0,70,0,28165,1.7
0.0,70,0,28206,1.7
0.0,70,0,28239,1.7
0.0,70,0,30853,1.7
0.0,70,0,1256,1.8
0.0,70,0,1762,1.8
0.0,70,0,3104,1.8
0.0,70,0,3984,1.8
0.0,70,0,4681,1.8
0.0,70,0,6756,1.8
0.0,70,0,7992,1.8
0.0,70,0,9295,1.8
0.0,70,0,9301,1.8
0.0,70,0,10879,1.8
0.0,70,0,10895,1.8
0.0,70,0,12610,1.8
0.0,70,0,12614,1.8
0.0,70,0,12632,1.8
0.0,70,0,14370,1.8
0.0,70,0,16341,1.8
0.0,70,0,16376,1.8
0.0,70,0,16378,1.8
0.0,70,0,18561,1.8
0.0,70,0,20744,1.8
0.0,70,0,22783,1.8
0.0,70,0,22801,1.8
0.0,70,0,22817,1.8
0.0,70,0,22823,1.8
0.0,70,0,28077,1.8
0.0,70,0,30781,1.8
0.0,70,0,30789,1.8
0.0,70,0,30814,1.8
0.0,70,0,10870,1.85
0.0,70,0,1739,1.9
0.0,70,0,3079,1.9
0.0,70,0,4653,1.9
0.0,70,0,6704,1.9
0.0,70,0,10833,1.9
0.0,70,0,12565,1.9
0.0,70,0,12573,1.9
0.0,70,0,16293,1.9
0.0,70,0,18520,1.9
0.0,70,0,20658,1.9
0.0,70,0,20661,1.9
0.0,70,0,20692,1.9
0.0,70,0,22743,1.9
0.0,70,0,22759,1.9
0.0,70,0,28011,1.9
0.0,70,0,28028,1.9
0.0,70,0,30723,1.9
0.0,70,0,1237,2
0.0,70,0,2306,2
0.0,70,0,3918,2
0.0,70,0,3921,2
0.0,70,0,5526,2
0.0,70,0,6661,2
0.0,70,0,6669,2
0.0,70,0,6672,2
0.0,70,0,7869,2
0.0,70,0,10758,2
0.0,70,0,12505,2
0.0,70,0,14275,2
0.0,70,0,14301,2
0.0,70,0,16200,2
0.0,70,0,16204,2
0.0,70,0,16229,2
0.0,70,0,16230,2
0.0,70,0,18448,2
0.0,70,0,18471,2
0.0,70,0,18493,2
0.0,70,0,20594,2
0.0,70,0,20623,2
0.0,70,0,22660,2
0.0,70,0,22687,2
0.0,70,0,25302,2
0.0,70,0,27967,2
0.0,70,0,3890,2.1
0.0,70,0,3903,2.1
0.0,70,0,5483,2.1
0.0,70,0,7841,2.1
0.0,70,0,7853,2.1
0.0,70,0,9188,2.1
0.0,70,0,12437,2.1
0.0,70,0,12438,2.1
0.0,70,0,16177,2.1
0.0,70,0,18387,2.1
0.0,70,0,22585,2.1
0.0,70,0,22601,2.1
0.0,70,0,25206,2.1
0.0,70,0,25233,2.1
0.0,70,0,25244,2.1
0.0,70,0,30529,2.1
0.0,70,0,30571,2.1
0.0,70,0,30587,2.1
0.0,70,0,3003,2.2
0.0,70,0,4573,2.2
0.0,70,0,7825,2.2
0.0,70,0,12392,2.2
0.0,70,0,12397,2.2
0.0,70,0,16112,2.2
0.0,70,0,16132,2.2
0.0,70,0,18324,2.2
0.0,70,0,18353,2.2
0.0,70,0,20477,2.2
0.0,70,0,20478,2.2
0.0,70,0,20499,2.2
0.0,70,0,22557,2.2
0.0,70,0,22562,2.2
0.0,70,0,25123,2.2
0.0,70,0,25156,2.2
0.0,70,0,25158,2.2
0.0,70,0,1202,2.3
0.0,70,0,3847,2.3
0.0,70,0,3851,2.3
0.0,70,0,3870,2.3
0.0,70,0,12351,2.3
0.0,70,0,12354,2.3
0.0,70,0,12370,2.3
0.0,70,0,14131,2.3
0.0,70,0,14133,2.3
0.0,70,0,14150,2.3
0.0,70,0,16090,2.3
0.0,70,0,22496,2.3
0.0,70,0,25046,2.3
0.0,70,0,27782,2.3
0.0,70,0,30424,2.3
0.0,70,0,30447,2.3
0.0,70,0,3829,2.4
0.0,70,0,6524,2.4
0.0,70,0,9092,2.4
0.0,70,0,9093,2.4
0.0,70,0,12339,2.4
0.0,70,0,16048,2.4
0.0,70,0,20392,2.4
0.0,70,0,20401,2.4
0.0,70,0,22471,2.4
0.0,70,0,22478,2.4
0.0,70,0,22479,2.4
0.0,70,0,24978,2.4
0.0,70,0,24990,2.4
0.0,70,0,27732,2.4
0.0,70,0,30365,2.4
0.0,70,0,2235,2.5
0.0,70,0,2948,2.5
0.0,70,0,5392,2.5
0.0,70,0,6510,2.5
0.0,70,0,7753,2.5
0.0,70,0,10585,2.5
0.0,70,0,10600,2.5
0.0,70,0,14071,2.5
0.0,70,0,15991,2.5
0.0,70,0,18198,2.5
0.0,70,0,18207,2.5
0.0,70,0,18219,2.5
0.0,70,0,22440,2.5
0.0,70,0,22442,2.5
0.0,70,0,24962,2.5
0.0,70,0,27697,2.5
0.0,70,0,27698,2.5
0.0,70,0,30328,2.5
0.0,70,0,30335,2.5
0.0,70,0,30336,2.5
0.0,70,0,3787,2.6
0.0,70,0,7709,2.6
0.0,70,0,7718,2.6
0.0,70,0,9017,2.6
0.0,70,0,10556,2.6
0.0,70,0,15963,2.6
0.0,70,0,15975,2.6
0.0,70,0,18160,2.6
0.0,70,0,18166,2.6
0.0,70,0,20312,2.6
0.0,70,0,22385,2.6
0.0,70,0,22398,2.6
0.0,70,0,24885,2.6
0.0,70,0,27655,2.6
0.0,70,0,30297,2.6
0.0,70,0,2209,2.7
0.0,70,0,2217,2.7
0.0,70,0,2915,2.7
0.0,70,0,9000,2.7
0.0,70,0,9002,2.7
0.0,70,0,10547,2.7
0.0,70,0,10548,2.7
0.0,70,0,12239,2.7
0.0,70,0,14016,2.7
0.0,70,0,15932,2.7
0.0,70,0,18116,2.7
0.0,70,0,20257,2.7
0.0,70,0,20272,2.7
0.0,70,0,22342,2.7
0.0,70,0,24864,2.7
0.0,70,0,30197,2.7
0.0,70,0,30239,2.7
0.0,70,0,2901,2.8
0.0,70,0,3751,2.8
0.0,70,0,3755,2.8
0.0,70,0,10500,2.8
0.0,70,0,12197,2.8
0.0,70,0,12217,2.8
0.0,70,0,13980,2.8
0.0,70,0,15894,2.8
0.0,70,0,22319,2.8
0.0,70,0,22333,2.8
0.0,70,0,24822,2.8
0.0,70,0,27529,2.8
0.0,70,0,27568,2.8
0.0,70,0,27573,2.8
0.0,70,0,3732,2.9
0.0,70,0,3736,2.9
0.0,70,0,5367,2.9
0.0,70,0,7645,2.9
0.0,70,0,10469,2.9
0.0,70,0,15865,2.9
0.0,70,0,20215,2.9
0.0,70,0,22312,2.9
0.0,70,0,27479,2.9
0.0,70,0,27493,2.9
0.0,70,0,30121,2.9
0.0,70,0,2872,3
0.0,70,0,8946,3
0.0,70,0,10441,3
0.0,70,0,13931,3
0.0,70,0,13934,3
0.0,70,0,30078,3
0.0,70,0,1140,3.1
0.0,70,0,6398,3.1
0.0,70,0,7610,3.1
0.0,70,0,8906,3.1
0.0,70,0,10415,3.1
0.0,70,0,18000,3.1
0.0,70,0,20137,3.1
0.0,70,0,27418,3.1
0.0,70,0,27427,3.1
0.0,70,0,6380,3.2
0.0,70,0,8894,3.2
0.0,70,0,10403,3.2
0.0,70,0,12092,3.2
0.0,70,0,13901,3.2
0.0,70,0,15785,3.2
0.0,70,0,17951,3.2
0.0,70,0,29999,3.2
0.0,70,0,30005,3.2
0.0,70,0,30024,3.2
0.0,70,0,12077,3.3
0.0,70,0,12079,3.3
0.0,70,0,17921,3.3
0.0,70,0,27348,3.3
0.0,70,0,27361,3.3
0.0,70,0,7577,3.4
0.0,70,0,10354,3.4
0.0,70,0,22151,3.4
0.0,70,0,27325,3.4
0.0,70,0,5277,3.5
0.0,70,0,6339,3.5
0.0,70,0,10336,3.5
0.0,70,0,12040,3.5
0.0,70,0,13832,3.5
0.0,70,0,15728,3.5
0.0,70,0,20051,3.5
0.0,70,0,24556,3.5
0.0,70,0,27287,3.5
0.0,70,0,29919,3.5
0.0,70,0,29935,3.5
0.0,70,0,2828,3.6
0.0,70,0,8838,3.6
0.0,70,0,15690,3.6
0.0,70,0,15701,3.6
0.0,70,0,24501,3.6
0.0,70,0,27247,3.6
0.0,70,0,7538,3.7
0.0,70,0,10304,3.7
0.0,70,0,15684,3.7
0.0,70,0,19988,3.7
0.0,70,0,24474,3.7
0.0,70,0,27231,3.7
0.0,70,0,6321,3.8
0.0,70,0,13772,3.8
0.0,70,0,19984,3.8
0.0,70,0,22060,3.8
0.0,70,0,11981,3.9
0.0,70,0,15632,3.9
0.0,70,0,19962,3.9
0.0,70,0,22045,3.9
0.0,70,0,22052,3.9
0.0,70,0,24435,3.9
0.0,70,0,27197,3.9
0.0,70,0,29833,3.9
0.0,70,0,7514,4
0.0,70,0,17781,4
0.0,70,0,19947,4
0.0,70,0,8780,4.1
0.0,70,0,24393,4.1
0.0,70,0,29774,4.1
0.0,70,0,2793,4.2
0.0,70,0,19896,4.2
0.0,70,0,27121,4.2
0.0,70,0,17712,4.3
0.0,70,0,27095,4.3
0.0,70,0,5205,4.4
0.0,70,0,7479,4.4
0.0,70,0,7482,4.4
0.0,70,0,19866,4.4
0.0,70,0,27083,4.4
0.0,70,0,1547,4.5
0.0,70,0,6264,4.5
0.0,70,0,10217,4.5
0.0,70,0,15536,4.5
0.0,70,0,19848,4.5
0.0,70,0,21960,4.5
0.0,70,0,24318,4.5
0.0,70,0,27068,4.5
0.0,70,0,29709,4.5
0.0,70,0,5189,4.6
0.0,70,0,24303,4.6
0.0,70,0,3571,4.7
0.0,70,0,17659,4.7
0.0,70,0,27024,4.7
0.0,70,0,6248,4.8
0.0,70,0,21926,4.8
0.0,70,0,24257,4.8
0.0,70,0,29667,4.8
0.0,70,0,7455,4.9
0.0,70,0,11854,4.9
0.0,70,0,19785,4.9
0.0,70,0,6238,5
0.0,70,0,10175,5
0.0,70,0,10180,5
0.0,70,0,11845,5
0.0,70,0,11846,5
0.0,70,0,15497,5
0.0,70,0,11836,5.1
0.0,70,0,11837,5.1
0.0,70,0,13621,5.1
0.0,70,0,15488,5.1
0.0,70,0,19769,5.1
0.0,70,0,19771,5.1
0.0,70,0,21892,5.1
0.0,70,0,24223,5.1
0.0,70,0,17567,5.4
0.0,70,0,19747,5.4
0.0,70,0,24193,5.4
0.0,70,0,24194,5.4
0.0,70,0,29583,5.4
0.0,70,0,3544,5.5
0.0,70,0,5156,5.5
0.0,70,0,24173,5.5
0.0,70,0,3534,5.6
0.0,70,0,8676,5.6
0.0,70,0,17532,5.6
0.0,70,0,21864,5.6
0.0,70,0,26898,5.6
0.0,70,0,19726,5.7
0.0,70,0,26888,5.7
0.0,70,0,26891,5.7
0.9,0,1,1008,1
0.9,0,1,1435,1
0.9,0,1,1441,1
0.9,0,1,1445,1
0.9,0,1,1931,1
0.9,0,1,1940,1
0.9,0,1,1944,1
0.9,0,1,2577,1
0.9,0,1,2580,1
0.9,0,1,4270,1
0.9,0,1,4273,1
0.9,0,1,4973,1
0.9,0,1,5008,1
0.9,0,1,6007,1
0.9,0,1,8422,1
0.9,0,1,2550,1.1
0.9,0,1,2560,1.1
0.9,0,1,4229,1.1
0.9,0,1,4891,1.1
0.9,0,1,5897,1.1
0.9,0,1,5931,1.1
0.9,0,1,5949,1.1
0.9,0,1,7097,1.1
0.9,0,1,7117,1.1
0.9,0,1,7159,1.1
0.9,0,1,8380,1.1
0.9,0,1,1388,1.2
0.9,0,1,2542,1.2
0.9,0,1,3297,1.2
0.9,0,1,4216,1.2
0.9,0,1,4860,1.2
0.9,0,1,5886,1.2
0.9,0,1,7024,1.2
0.9,0,1,7033,1.2
0.9,0,1,7073,1.2
0.9,0,1,8251,1.2
0.9,0,1,1873,1.3
0.9,0,1,1876,1.3
0.9,0,1,5789,1.3
0.9,0,1,6967,1.3
0.9,0,1,7007,1.3
0.9,0,1,7010,1.3
0.9,0,1,8247,1.3
0.9,0,1,1345,1.4
0.9,0,1,2448,1.4
0.9,0,1,2449,1.4
0.9,0,1,2432,1.5
0.9,0,1,3176,1.5
0.9,0,1,6894,1.5
0.9,0,1,8108,1.5
0.9,0,1,8118,1.5
0.9,0,1,1309,1.6
0.9,0,1,3139,1.6
0.9,0,1,4058,1.6
0.9,0,1,5664,1.6
0.9,0,1,6832,1.6
0.9,0,1,6833,1.6
0.9,0,1,6855,1.6
0.9,0,1,3127,1.7
0.9,0,1,5623,1.7
0.9,0,1,5625,1.7
0.9,0,1,6763,1.7
0.9,0,1,3106,1.8
0.9,0,1,4658,1.8
0.9,0,1,4659,1.8
0.9,0,1,4660,1.8
0.9,0,1,7961,1.8
0.9,0,1,3058,2
0.9,0,1,3069,2
0.9,0,1,3915,2
0.9,0,1,4611,2
0.9,0,1,5530,2
0.9,0,1,5546,2
0.9,0,1,6655,2
0.9,0,1,2288,2.1
0.9,0,1,2301,2.1
0.9,0,1,3912,2.1
0.9,0,1,5478,2.1
0.9,0,1,5488,2.1
0.9,0,1,6589,2.2
0.9,0,1,7833,2.2
0.9,0,1,1207,2.3
0.9,0,1,2266,2.3
0.9,0,1,2979,2.3
0.9,0,1,5436,2.3
0.9,0,1,5437,2.3
0.9,0,1,5444,2.3
0.9,0,1,2940,2.5
0.9,0,1,3801,2.5
0.9,0,1,3817,2.5
0.9,0,1,6485,2.5
0.9,0,1,2225,2.6
0.9,0,1,2921,2.6
0.9,0,1,3783,2.6
0.9,0,1,4522,2.6
0.9,0,1,1166,2.7
0.9,0,1,1170,2.7
0.9,0,1,4502,2.7
0.9,0,1,1152,2.8
0.9,0,1,2194,2.8
0.9,0,1,2199,2.8
0.9,0,1,3746,2.8
0.9,0,1,3747,2.8
0.9,0,1,4492,2.8
0.9,0,1,1141,3
0.9,0,1,2863,3
0.9,0,1,2864,3
0.9,0,1,3708,3
0.9,0,1,4473,3
0.9,0,1,4486,3
0.9,0,1,1608,3.1
0.9,0,1,3690,3.2
0.9,0,1,1591,3.3
0.9,0,1,2162,3.3
0.9,0,1,3678,3.3
0.9,0,1,1583,3.4
0.9,0,1,4440,3.5
0.9,0,1,5287,3.5
0.9,0,1,6341,3.5
0.9,0,1,6350,3.5
0.9,0,1,2146,3.6
0.9,0,1,6334,3.6
0.9,0,1,1115,3.8
0.9,0,1,2133,3.8
0.9,0,1,2813,3.9
0.9,0,1,4417,3.9
0.9,0,1,5236,4
0.9,0,1,3604,4.2
0.9,0,1,2791,4.3
0.9,0,1,6280,4.3
0.9,0,1,1549,4.4
0.9,0,1,2772,4.5
0.9,0,1,2777,4.5
0.9,0,1,3581,4.5
0.9,0,1,7474,4.5
0.9,0,1,1543,4.8
0.9,0,1,3568,4.8
0.9,0,1,4373,5
0.9,0,1,6230,5.1
0.9,0,1,2072,5.5
0.9,0,1,3541,5.5
0.9,0,1,5157,5.5
0.9,0,1,1078,5.6
0.9,0,1,2727,5.8
0.9,0,1,6205,5.8
0.9,0,1,4351,6
0.9,0,1,6199,6
0.9,0,1,1070,6.1
0.9,0,1,3522,6.1
0.9,0,1,1510,6.3
0.9,0,1,1511,6.3
0.9,0,1,3501,6.7
0.9,0,1,2051,6.8
0.9,0,1,1503,7
0.9,0,1,2046,7
0.9,0,1,2040,7.5
0.9,0,1,5112,7.5
0.9,0,1,2693,8
0.9,0,1,4332,8
0.9,0,1,5099,8.1
0.9,0,1,3471,8.5
0.9,0,1,2681,8.7
0.9,0,1,6117,9.8
0.9,0,1,2671,10
0.9,0,1,3447,10
0.9,0,1,6108,10.4
0.9,0,1,4309,10.5
0.9,0,1,1475,10.9
0.9,0,1,5067,11
0.9,0,1,1035,11.4
0.9,0,1,2011,11.6
0.9,0,1,3426,12.9
0.9,0,1,6077,14.4
0.9,0,1,2639,15
0.9,0,1,5044,17
0.9,0,1,7262,18.3
0.9,0,1,6056,19.2
0.9,0,1,3391,19.9
0.9,0,1,6052,20
0.9,18,1,24608,3.3
0.9,18,1,29914,3.5
0.9,19,1,14838,1.2
0.9,19,1,30846,1.7
0.9,19,1,27734,2.4
0.9,20,1,14839,1.2
0.9,20,1,16852,1.2
0.9,20,1,1228,2.1
0.9,20,1,30425,2.3
0.9,21,1,21512,1
0.9,21,1,16853,1.2
0.9,21,1,18866,1.4
0.9,21,1,30845,1.7
0.9,21,1,1736,2
0.9,21,1,29916,3.5
0.9,22,1,23596,1
0.9,22,1,15042,1.1
0.9,22,1,18867,1.4
0.9,22,1,21027,1.4
0.9,22,1,2339,1.9
0.9,23,1,23423,1.1
0.9,23,1,21028,1.4
0.9,23,1,4115,1.5
0.9,23,1,16540,1.6
0.9,23,1,3073,2
0.9,24,1,23424,1.1
0.9,24,1,11196,1.3
0.9,24,1,25811,1.4
0.9,24,1,12833,1.5
0.9,24,1,25790,1.5
0.9,24,1,18538,1.9
0.9,24,1,3866,2.3
0.9,25,1,28613,1.3
0.9,25,1,25812,1.4
0.9,25,1,28398,1.5
0.9,25,1,28485,1.5
0.9,25,1,4597,2.1
0.9,25,1,14259,2.1
0.9,25,1,2207,2.7
0.9,25,1,20190,3
0.9,25,1,5246,4
0.9,26,1,16992,1.1
0.9,26,1,14851,1.2
0.9,26,1,28614,1.3
0.9,26,1,31204,1.4
0.9,26,1,12820,1.5
0.9,26,1,28384,1.5
0.9,26,1,30999,1.5
0.9,26,1,3153,1.6
0.9,26,1,5477,2.2
0.9,26,1,22515,2.3
0.9,26,1,25006,2.4
0.9,26,1,6456,2.7
0.9,26,1,15626,4
0.9,26,1,3488,7.4
0.9,26,1,6075,13.5
0.9,27,1,19347,1
0.9,27,1,16977,1.1
0.9,27,1,31000,1.5
0.9,27,1,28310,1.6
0.9,27,1,14399,1.8
0.9,27,1,6675,2
0.9,27,1,27941,2
0.9,27,1,3854,2.3
0.9,27,1,4569,2.3
0.9,27,1,2206,2.7
0.9,27,1,7557,3.5
0.9,27,1,29915,3.5
0.9,27,1,17758,4.1
0.9,27,1,24329,4.4
0.9,27,1,7271,17.5
0.9,28,1,4912,1.1
0.9,28,1,16993,1.1
0.9,28,1,31505,1.1
0.9,28,1,23337,1.2
0.9,28,1,14817,1.3
0.9,28,1,8146,1.5
0.9,28,1,3152,1.6
0.9,28,1,18614,1.7
0.9,28,1,22669,2
0.9,28,1,25264,2
0.9,28,1,25313,2
0.9,28,1,20546,2.1
0.9,28,1,20580,2.1
0.9,28,1,6390,3.1
0.9,28,1,5301,3.4
0.9,28,1,8819,3.8
0.9,28,1,15621,4
0.9,28,1,27072,4.5
0.9,28,1,26859,5.9
0.9,28,1,8528,13.3
0.9,29,1,5990,1
0.9,29,1,19348,1
0.9,29,1,21485,1
0.9,29,1,21522,1
0.9,29,1,23583,1
0.9,29,1,23446,1.1
0.9,29,1,28885,1.1
0.9,29,1,28844,1.2
0.9,29,1,16834,1.3
0.9,29,1,11163,1.35
0.9,29,1,5753,1.4
0.9,29,1,14640,1.4
0.9,29,1,9478,1.5
0.9,29,1,6840,1.6
0.9,29,1,22753,1.9
0.9,29,1,12416,2.2
0.9,29,1,3853,2.3
0.9,29,1,24996,2.4
0.9,29,1,30250,2.7
0.9,29,1,22192,3.2
0.9,29,1,6296,4.1
0.9,29,1,7507,4.1
0.9,29,1,17733,4.2
0.9,29,1,10091,6.8
0.9,29,1,23942,8.7
0.9,29,1,13457,10.4
0.9,30,1,23576,1
0.9,30,1,4911,1.1
0.9,30,1,11280,1.2
0.9,30,1,19189,1.2
0.9,30,1,23315,1.2
0.9,30,1,31381,1.2
0.9,30,1,16753,1.3
0.9,30,1,21165,1.3
0.9,30,1,6879,1.5
0.9,30,1,11025,1.6
0.9,30,1,25617,1.6
0.9,30,1,12675,1.7
0.9,30,1,30859,1.7
0.9,30,1,25467,1.8
0.9,30,1,7906,2
0.9,30,1,30650,2
0.9,30,1,20547,2.1
0.9,30,1,20571,2.1
0.9,30,1,27820,2.2
0.9,30,1,27837,2.2
0.9,30,1,14113,2.4
0.9,30,1,20350,2.5
0.9,30,1,12148,3
0.9,30,1,24679,3
0.9,30,1,24627,3.2
0.9,30,1,7464,4.7
0.9,30,1,8702,5.1
0.9,30,1,11703,7.9
0.9,30,1,23866,11.1
0.9,30,1,15285,11.3
0.9,31,1,1431,1
0.9,31,1,1440,1
0.9,31,1,28880,1.1
0.9,31,1,13098,1.2
0.9,31,1,8224,1.3
0.9,31,1,19034,1.3
0.9,31,1,25940,1.3
0.9,31,1,25975,1.3
0.9,31,1,26029,1.3
0.9,31,1,5752,1.4
0.9,31,1,12878,1.4
0.9,31,1,14675,1.4
0.9,31,1,6842,1.6
0.9,31,1,28268,1.6
0.9,31,1,12541,1.9
0.9,31,1,22740,1.9
0.9,31,1,18433,2
0.9,31,1,9153,2.2
0.9,31,1,12380,2.2
0.9,31,1,27827,2.2
0.9,31,1,14109,2.4
0.9,31,1,16053,2.4
0.9,31,1,30222,2.7
0.9,31,1,22193,3.2
0.9,31,1,24590,3.4
0.9,31,1,10260,4.1
0.9,31,1,11897,4.5
0.9,31,1,8675,5.7
0.9,31,1,26844,6.1
0.9,31,1,10105,6.3
0.9,31,1,1498,7.2
0.9,31,1,13483,8.9
0.9,31,1,26636,9.5
0.9,31,1,17296,15.9
0.9,32,1,1443,1
0.9,32,1,15090,1
0.9,32,1,21521,1
0.9,32,1,1415,1.1
0.9,32,1,15039,1.1
0.9,32,1,1396,1.2
0.9,32,1,28757,1.2
0.9,32,1,19062,1.3
0.9,32,1,21146,1.3
0.9,32,1,9558,1.35
0.9,32,1,14641,1.4
0.9,32,1,28535,1.4
0.9,32,1,6878,1.5
0.9,32,1,9437,1.5
0.9,32,1,14575,1.5
0.9,32,1,25792,1.5
0.9,32,1,25534,1.7
0.9,32,1,20731,1.8
0.9,32,1,25350,1.9
0.9,32,1,7858,2.1
0.9,32,1,16182,2.1
0.9,32,1,14184,2.2
0.9,32,1,18350,2.2
0.9,32,1,14084,2.4
0.9,32,1,27733,2.4
0.9,32,1,30246,2.7
0.9,32,1,24628,3.2
0.9,32,1,13854,3.3
0.9,32,1,13798,3.6
0.9,32,1,11870,4.8
0.9,32,1,29559,5.5
0.9,32,1,11765,6.2
0.9,32,1,10088,6.9
0.9,32,1,1500,7.2
0.9,32,1,15292,10.7
0.9,32,1,23852,11.9
0.9,32,1,2003,12.9
0.9,32,1,19496,15.2
0.9,33,1,3369,1
0.9,33,1,15065,1
0.9,33,1,15137,1
0.9,33,1,19366,1
0.9,33,1,31636,1
0.9,33,1,26311,1.1
0.9,33,1,1896,1.2
0.9,33,1,1902,1.2
0.9,33,1,1903,1.2
0.9,33,1,11276,1.2
0.9,33,1,14844,1.2
0.9,33,1,14850,1.2
0.9,33,1,14916,1.2
0.9,33,1,16933,1.2
0.9,33,1,23313,1.2
0.9,33,1,8223,1.3
0.9,33,1,16754,1.3
0.9,33,1,5783,1.4
0.9,33,1,21126,1.4
0.9,33,1,1838,1.5
0.9,33,1,21013,1.5
0.9,33,1,14541,1.6
0.9,33,1,16490,1.6
0.9,33,1,18740,1.6
0.9,33,1,18624,1.7
0.9,33,1,20823,1.7
0.9,33,1,30769,1.8
0.9,33,1,12545,1.9
0.9,33,1,12553,1.9
0.9,33,1,9232,2
0.9,33,1,25238,2.1
0.9,33,1,27882,2.1
0.9,33,1,16037,2.4
0.9,33,1,15999,2.5
0.9,33,1,10530,2.7
0.9,33,1,20207,2.9
0.9,33,1,29908,3.5
0.9,33,1,15644,3.8
0.9,33,1,13730,4.1
0.9,33,1,11849,5
0.9,33,1,26994,5
0.9,33,1,19713,5.9
0.9,33,1,13551,6.2
0.9,33,1,26831,6.3
0.9,33,1,26637,9.5
0.9,33,1,2004,12.8
0.9,33,1,17314,14
0.9,33,1,2633,16.6
0.9,34,1,17141,1
0.9,34,1,17185,1
0.9,34,1,23626,1
0.9,34,1,26400,1
0.9,34,1,13198,1.1
0.9,34,1,16976,1.1
0.9,34,1,28985,1.1
0.9,34,1,31540,1.1
0.9,34,1,4205,1.2
0.9,34,1,14845,1.2
0.9,34,1,19116,1.2
0.9,34,1,16796,1.3
0.9,34,1,16816,1.3
0.9,34,1,25974,1.3
0.9,34,1,28724,1.3
0.9,34,1,9557,1.35
0.9,34,1,21094,1.4
0.9,34,1,2445,1.5
0.9,34,1,4075,1.5
0.9,34,1,8126,1.5
0.9,34,1,18842,1.5
0.9,34,1,23038,1.5
0.9,34,1,28456,1.5
0.9,34,1,4073,1.6
0.9,34,1,16530,1.6
0.9,34,1,25603,1.6
0.9,34,1,25629,1.6
0.9,34,1,25569,1.7
0.9,34,1,28205,1.7
0.9,34,1,22832,1.8
0.9,34,1,7872,2
0.9,34,1,18434,2
0.9,34,1,6587,2.2
0.9,34,1,18319,2.2
0.9,34,1,27756,2.4
0.9,34,1,27759,2.4
0.9,34,1,12273,2.5
0.9,34,1,22427,2.5
0.9,34,1,30342,2.5
0.9,34,1,10562,2.6
0.9,34,1,2213,2.7
0.9,34,1,2215,2.7
0.9,34,1,20266,2.7
0.9,34,1,18078,2.8
0.9,34,1,22223,3.1
0.9,34,1,13858,3.3
0.9,34,1,13862,3.3
0.9,34,1,3674,3.4
0.9,34,1,24542,3.5
